protein	protein	Sample1_01	Sample1_02	Sample1_03	Sample2_01	Sample2_02	Sample2_03	Sample1	Sample2	protein-log2	Sample1_01-log2	Sample1_02-log2	Sample1_03-log2	Sample2_01-log2	Sample2_02-log2	Sample2_03-log2	Sample1-log2	Sample2-log2	p	p threshold	Significant	ratio	sum	log2_sum	log2_ratio
NP_786886	551035	25	24	21	37	46	48	23.333333333333332	43.666666666666664	19.071784431568595	4.643856189774724	4.584962500721157	4.392317422778761	5.20945336562895	5.523561956057013	5.584962500721157	4.54432051622381	5.448460500816294	0.002937073336689929	0.0021112618724559024	False	1.8714285714285714	67.0	6.066089190457772	0.9041399845924839
NP_060739	834185	78	52	55	27	27	26	61.666666666666664	26.666666666666668	19.67000784489917	6.285402218862249	5.700439718141093	5.78135971352466	4.754887502163469	4.754887502163469	4.700439718141093	5.946418959795157	4.7369655941662066	0.0029782899441380445	0.002113975576662144	False	0.43243243243243246	88.33333333333333	6.464886048729404	-1.20945336562895
NP_055551	209643	2	3	1	13	18	17	2.0	16.0	17.677575133698692	1.0	1.5849625007211563	0.0	3.700439718141092	4.169925001442312	4.08746284125034	1.0	4.0	0.002984359431869298	0.002116689280868385	False	8.0	18.0	4.169925001442312	3.0
NP_001165694	40722	6	7	7	3	4	3	6.666666666666667	3.3333333333333335	15.313520798507874	2.584962500721156	2.807354922057604	2.807354922057604	1.5849625007211563	2.0	1.5849625007211563	2.736965594166206	1.7369655941662063	0.003000741473316409	0.002119402985074627	False	0.5	10.0	3.3219280948873626	-1.0
NP_443731	171142	6	7	7	3	4	3	6.666666666666667	3.3333333333333335	17.38483432985744	2.584962500721156	2.807354922057604	2.807354922057604	1.5849625007211563	2.0	1.5849625007211563	2.736965594166206	1.7369655941662063	0.003000741473316409	0.0021221166892808683	False	0.5	10.0	3.3219280948873626	-1.0
NP_004499	484854	69	72	59	35	43	36	66.66666666666667	38.0	18.887190860528477	6.10852445677817	6.169925001442312	5.882643049361842	5.129283016944966	5.426264754702098	5.169925001442312	6.058893689053569	5.247927513443585	0.003124268254279564	0.00212483039348711	False	0.57	104.66666666666667	6.709658248170472	-0.8109661756099832
NP_112480	1641986	102	108	121	68	78	74	110.33333333333333	73.33333333333333	20.647010395698917	6.672425341971495	6.754887502163469	6.9188632372745955	6.08746284125034	6.285402218862249	6.209453365628951	6.785724906086061	6.196397212803504	0.003148592419012919	0.0021275440976933515	False	0.6646525679758308	183.66666666666666	7.520946007850002	-0.5893276932825581
NP_005959	1165226	102	108	121	68	78	74	110.33333333333333	73.33333333333333	20.152178367515294	6.672425341971495	6.754887502163469	6.9188632372745955	6.08746284125034	6.285402218862249	6.209453365628951	6.785724906086061	6.196397212803504	0.003148592419012919	0.002130257801899593	False	0.6646525679758308	183.66666666666666	7.520946007850002	-0.5893276932825581
NP_001091	76262	17	18	26	45	55	56	20.333333333333332	52.0	16.218676746336612	4.08746284125034	4.169925001442312	4.700439718141093	5.491853096329675	5.78135971352466	5.807354922057605	4.34577483684173	5.700439718141093	0.003185475955398793	0.0021329715061058348	False	2.557377049180328	72.33333333333333	6.1765887317233235	1.3546648812993622
NP_001191221	72477	24	27	25	9	8	13	25.333333333333332	10.0	16.145235619499044	4.584962500721157	4.754887502163469	4.643856189774724	3.1699250014423126	3.0	3.700439718141092	4.66296501272243	3.3219280948873626	0.0031956051859144733	0.002135685210312076	False	0.39473684210526316	35.33333333333333	5.142957953842043	-1.341036917835067
NP_001191223	72531	24	27	25	9	8	13	25.333333333333332	10.0	16.146310119330906	4.584962500721157	4.754887502163469	4.643856189774724	3.1699250014423126	3.0	3.700439718141092	4.66296501272243	3.3219280948873626	0.0031956051859144733	0.0021383989145183175	False	0.39473684210526316	35.33333333333333	5.142957953842043	-1.341036917835067
NP_001243650	268664	8	13	8	31	41	28	9.666666666666666	33.333333333333336	18.035443492844077	3.0	3.700439718141092	3.0	4.954196310386876	5.357552004618084	4.807354922057604	3.273018494406416	5.058893689053569	0.0031986486792791135	0.002141112618724559	False	3.448275862068966	43.0	5.426264754702098	1.7858751946471527
NP_115686	334556	12	11	10	3	3	5	11.0	3.6666666666666665	18.351888192509158	3.5849625007211565	3.4594316186372978	3.3219280948873626	1.5849625007211563	1.5849625007211563	2.321928094887362	3.4594316186372978	1.8744691179161412	0.0032084886686156292	0.0021438263229308007	False	0.3333333333333333	14.666666666666666	3.8744691179161412	-1.5849625007211563
NP_079356	650968	42	48	52	9	12	18	47.333333333333336	13.0	19.312227100199458	5.392317422778761	5.584962500721157	5.700439718141093	3.1699250014423126	3.5849625007211565	4.169925001442312	5.564784618783526	3.700439718141092	0.003216175375579777	0.002146540027137042	False	0.27464788732394363	60.333333333333336	5.91488338636205	-1.8643449006424337
NP_689476	89267	19	19	13	2	4	4	17.0	3.3333333333333335	16.44583932157858	4.247927513443585	4.247927513443585	3.700439718141092	1.0	2.0	2.0	4.08746284125034	1.7369655941662063	0.0032214101386450083	0.0021492537313432835	False	0.19607843137254902	20.333333333333332	4.34577483684173	-2.3504972470841334
NP_004729	469007	47	59	51	27	30	33	52.333333333333336	30.0	18.83924992977858	5.554588851677638	5.882643049361842	5.672425341971496	4.754887502163469	4.906890595608519	5.044394119358453	5.709658248170471	4.906890595608519	0.0032533514989532457	0.002151967435549525	False	0.5732484076433121	82.33333333333334	6.363404730863522	-0.8027676525619524
NP_114032	1576504	47	59	45	26	27	30	50.333333333333336	27.666666666666668	20.58829739984199	5.554588851677638	5.882643049361842	5.491853096329675	4.700439718141093	4.754887502163469	4.906890595608519	5.653442238603923	4.7900769306257684	0.0032616667148463053	0.0021546811397557667	False	0.5496688741721855	78.0	6.285402218862249	-0.8633653079781541
NP_001265118	44566	19	20	13	2	4	4	17.333333333333332	3.3333333333333335	15.443655857907855	4.247927513443585	4.321928094887363	3.700439718141092	1.0	2.0	2.0	4.115477217419936	1.7369655941662063	0.0033076660101366505	0.0021573948439620083	False	0.19230769230769232	20.666666666666664	4.369233809665719	-2.37851162325373
NP_940888	565614	25	17	13	3	4	5	18.333333333333332	4.0	19.109458304415462	4.643856189774724	4.08746284125034	3.700439718141092	1.5849625007211563	2.0	2.321928094887362	4.196397212803504	2.0	0.0033092466938981864	0.0021601085481682495	False	0.2181818181818182	22.333333333333332	4.481126689736616	-2.1963972128035034
NP_002406	480250	116	89	140	297	253	264	115.0	271.3333333333333	18.873426088327616	6.857980995127572	6.475733430966398	7.129283016944966	8.214319120800766	7.98299357469431	8.044394119358454	6.845490050944376	8.083922483545091	0.0033576749844707976	0.002162822252374491	False	2.3594202898550725	386.3333333333333	8.593702350285316	1.2384324326007157
NP_006576	1216761	25	42	30	80	89	80	32.333333333333336	83.0	20.214614386532507	4.643856189774724	5.392317422778761	4.906890595608519	6.321928094887362	6.475733430966398	6.321928094887362	5.014950341465972	6.375039431346925	0.0034751660269011406	0.0021655359565807327	False	2.5670103092783503	115.33333333333334	6.8496657269155685	1.3600890898809532
NP_002793	225738	14	10	11	3	4	2	11.666666666666666	3.0	17.784289771996168	3.8073549220576037	3.3219280948873626	3.4594316186372978	1.5849625007211563	2.0	1.0	3.5443205162238103	1.5849625007211563	0.003491429116920734	0.0021682496607869743	False	0.2571428571428572	14.666666666666666	3.8744691179161412	-1.959358015502654
NP_057535	516397	5	5	6	11	12	17	5.333333333333333	13.333333333333334	18.97812109379281	2.321928094887362	2.321928094887362	2.584962500721156	3.4594316186372978	3.5849625007211565	4.08746284125034	2.415037499278844	3.7369655941662066	0.00350977479711386	0.002170963364993216	False	2.5000000000000004	18.666666666666668	4.2223924213364485	1.3219280948873626
NP_001177736	54330	24	15	15	51	82	84	18.0	72.33333333333333	15.729461426558686	4.584962500721157	3.9068905956085187	3.9068905956085187	5.672425341971496	6.357552004618085	6.39231742277876	4.169925001442312	6.1765887317233235	0.0035113678557361903	0.002173677069199457	False	4.018518518518518	90.33333333333333	6.497186540632716	2.0066637302810104
NP_001265271	104636	19	18	15	27	32	32	17.333333333333332	30.333333333333332	16.675019770438347	4.247927513443585	4.169925001442312	3.9068905956085187	4.754887502163469	5.0	5.0	4.115477217419936	4.92283213947754	0.0035346270212143695	0.0021763907734056987	False	1.75	47.666666666666664	5.574908836057233	0.8073549220576041
NP_001678	185659	30	42	30	96	72	76	34.0	81.33333333333333	17.50229572736526	4.906890595608519	5.392317422778761	4.906890595608519	6.584962500721156	6.169925001442312	6.247927513443586	5.08746284125034	6.345774836841731	0.0035541947246741576	0.0021791044776119403	False	2.392156862745098	115.33333333333333	6.8496657269155685	1.2583119955913908
NP_005150	323534	17	18	26	44	56	52	20.333333333333332	50.666666666666664	18.303557806604815	4.08746284125034	4.169925001442312	4.700439718141093	5.459431618637297	5.807354922057605	5.700439718141093	4.34577483684173	5.662965012722429	0.0035806650614140356	0.002181818181818182	False	2.4918032786885247	71.0	6.149747119504682	1.3171901758806994
NP_001190984	60005	14	15	14	22	19	19	14.333333333333334	20.0	15.872795099848267	3.8073549220576037	3.9068905956085187	3.8073549220576037	4.459431618637297	4.247927513443585	4.247927513443585	3.841302253980942	4.321928094887363	0.0035816148488639512	0.0021845318860244235	False	1.3953488372093024	34.333333333333336	5.1015380264620624	0.4806258409064207
NP_001036817	29189	19	22	13	2	4	4	18.0	3.3333333333333335	14.833137165252474	4.247927513443585	4.459431618637297	3.700439718141092	1.0	2.0	2.0	4.169925001442312	1.7369655941662063	0.0035883328044859332	0.002187245590230665	False	0.1851851851851852	21.333333333333332	4.415037499278844	-2.432959407276106
NP_001410	189867	21	39	22	1	3	3	27.333333333333332	2.3333333333333335	17.534629652839094	4.392317422778761	5.285402218862249	4.459431618637297	0.0	1.5849625007211563	1.5849625007211563	4.772589503896928	1.222392421336448	0.0036994158359489877	0.0021899592944369063	False	0.08536585365853659	29.666666666666664	4.890770930245242	-3.5501970825604796
NP_002788	592818	131	144	111	68	79	77	128.66666666666666	74.66666666666667	19.177229727945075	7.03342300153745	7.169925001442313	6.794415866350106	6.08746284125034	6.303780748177103	6.266786540694902	7.007494536546925	6.2223924213364485	0.0037191008433054883	0.002192672998643148	False	0.5803108808290156	203.33333333333331	7.667702931729092	-0.7851021152104761
NP_008855	483510	20	44	19	4	5	5	27.666666666666668	4.666666666666667	18.88318620240412	4.321928094887363	5.459431618637297	4.247927513443585	2.0	2.321928094887362	2.321928094887362	4.7900769306257684	2.222392421336448	0.003752315713077426	0.0021953867028493895	False	0.16867469879518074	32.333333333333336	5.014950341465972	-2.5676845092893203
NP_001075109	372334	22	15	11	64	49	68	16.0	60.333333333333336	18.50623783758226	4.459431618637297	3.9068905956085187	3.4594316186372978	6.0	5.614709844115208	6.08746284125034	4.0	5.91488338636205	0.003759672233753486	0.0021981004070556307	False	3.7708333333333335	76.33333333333334	6.2542412873757876	1.9148833863620494
NP_003334	222075	10	12	19	41	42	49	13.666666666666666	44.0	17.760687465673435	3.3219280948873626	3.5849625007211565	4.247927513443585	5.357552004618084	5.392317422778761	5.614709844115208	3.7725895038969273	5.459431618637297	0.00376583963111316	0.0022008141112618723	False	3.2195121951219514	57.666666666666664	5.8496657269155685	1.6868421147403698
NP_001258537	28707	5	5	4	8	10	11	4.666666666666667	9.666666666666666	14.809114950384819	2.321928094887362	2.321928094887362	2.0	3.0	3.3219280948873626	3.4594316186372978	2.222392421336448	3.273018494406416	0.0038049625670182746	0.0022035278154681143	False	2.071428571428571	14.333333333333332	3.841302253980942	1.050626073069968
NP_001166926	113575	2	1	3	13	12	13	2.0	12.666666666666666	16.793285779831468	1.0	0.0	1.5849625007211563	3.700439718141092	3.5849625007211565	3.700439718141092	1.0	3.6629650127224296	0.0038104727516543994	0.002206241519674356	False	6.333333333333333	14.666666666666666	3.8744691179161412	2.662965012722429
NP_001166925	113454	2	1	3	13	12	13	2.0	12.666666666666666	16.791747948836516	1.0	0.0	1.5849625007211563	3.700439718141092	3.5849625007211565	3.700439718141092	1.0	3.6629650127224296	0.0038104727516543994	0.002208955223880597	False	6.333333333333333	14.666666666666666	3.8744691179161412	2.662965012722429
NP_000275	6996	2	1	3	13	12	13	2.0	12.666666666666666	12.772314573921653	1.0	0.0	1.5849625007211563	3.700439718141092	3.5849625007211565	3.700439718141092	1.0	3.6629650127224296	0.0038104727516543994	0.0022116689280868387	False	6.333333333333333	14.666666666666666	3.8744691179161412	2.662965012722429
NP_919267	421821	13	13	10	20	23	21	12.0	21.333333333333332	18.686271394702842	3.700439718141092	3.700439718141092	3.3219280948873626	4.321928094887363	4.523561956057013	4.392317422778761	3.5849625007211565	4.415037499278844	0.003841658591425103	0.0022143826322930803	False	1.7777777777777777	33.33333333333333	5.058893689053568	0.8300749985576876
NP_000135	1197	3	7	7	30	32	27	5.666666666666667	29.666666666666668	10.225207436943501	1.5849625007211563	2.807354922057604	2.807354922057604	4.906890595608519	5.0	4.754887502163469	2.5025003405291835	4.890770930245242	0.0038523162961983702	0.0022170963364993215	False	5.235294117647059	35.333333333333336	5.142957953842043	2.3882705897160585
NP_002863	104568	6	8	10	19	20	24	8.0	21.0	16.674081898636324	2.584962500721156	3.0	3.3219280948873626	4.247927513443585	4.321928094887363	4.584962500721157	3.0	4.392317422778761	0.003916481264536599	0.002219810040705563	False	2.625	29.0	4.857980995127573	1.3923174227787602
NP_002481	175310	29	19	26	54	61	51	24.666666666666668	55.333333333333336	17.41954876682024	4.857980995127573	4.247927513443585	4.700439718141093	5.754887502163469	5.930737337562887	5.672425341971496	4.624490864907794	5.790076930625769	0.003937414525592725	0.0022225237449118047	False	2.2432432432432434	80.0	6.321928094887362	1.165586065717975
NP_665910	88807	36	38	29	20	21	21	34.333333333333336	20.666666666666668	16.438385777603056	5.169925001442312	5.247927513443585	4.857980995127573	4.321928094887363	4.392317422778761	4.392317422778761	5.1015380264620624	4.36923380966572	0.00399013507366307	0.002225237449118046	False	0.6019417475728155	55.0	5.78135971352466	-0.7323042167963433
NP_008996	291195	3	2	1	14	11	15	2.0	13.333333333333334	18.151626058211285	1.5849625007211563	1.0	0.0	3.8073549220576037	3.4594316186372978	3.9068905956085187	1.0	3.7369655941662066	0.00403540578976835	0.002227951153324288	False	6.666666666666667	15.333333333333334	3.938599455335857	2.736965594166206
NP_524147	775674	231	194	167	366	376	331	197.33333333333334	357.6666666666667	19.56509091885675	7.851749041416057	7.599912842187128	7.383704292474053	8.515699838284043	8.554588851677638	8.370687406807217	7.624490864907794	8.482471860035366	0.004042625142141596	0.0022306648575305295	False	1.8125	555.0	9.116343961237469	0.8579809951275721
NP_001011513	33572	20	32	29	8	11	10	27.0	9.666666666666666	15.034970865471829	4.321928094887363	5.0	4.857980995127573	3.0	3.4594316186372978	3.3219280948873626	4.754887502163469	3.273018494406416	0.00405673824799396	0.0022333785617367707	False	0.35802469135802467	36.666666666666664	5.196397212803504	-1.4818690077570527
NP_036526	334105	77	97	84	50	38	48	86.0	45.333333333333336	18.349942047714986	6.266786540694902	6.599912842187128	6.39231742277876	5.643856189774724	5.247927513443585	5.584962500721157	6.426264754702098	5.502500340529183	0.004110033193190618	0.0022360922659430123	False	0.5271317829457365	131.33333333333334	7.03708931873522	-0.9237644141729145
NP_036605	235039	23	21	23	35	49	48	22.333333333333332	44.0	17.842540637347533	4.523561956057013	4.392317422778761	4.523561956057013	5.129283016944966	5.614709844115208	5.584962500721157	4.481126689736616	5.459431618637297	0.004111766668861251	0.002238805970149254	False	1.9701492537313434	66.33333333333333	6.051662119822492	0.9783049289006811
NP_001120666	56956	67	67	68	83	92	99	67.33333333333333	91.33333333333333	15.797560209442265	6.066089190457772	6.066089190457772	6.08746284125034	6.375039431346925	6.523561956057013	6.6293566200796095	6.073248982030639	6.51306958223937	0.004167108321998782	0.002241519674355495	False	1.3564356435643565	158.66666666666666	7.309855262586788	0.43982060020873215
NP_001120664	56772	67	67	68	83	92	99	67.33333333333333	91.33333333333333	15.792891946232823	6.066089190457772	6.066089190457772	6.08746284125034	6.375039431346925	6.523561956057013	6.6293566200796095	6.073248982030639	6.51306958223937	0.004167108321998782	0.0022442333785617366	False	1.3564356435643565	158.66666666666666	7.309855262586788	0.43982060020873215
NP_001171606	116238	24	28	28	11	16	12	26.666666666666668	13.0	16.826722259611525	4.584962500721157	4.807354922057604	4.807354922057604	3.4594316186372978	4.0	3.5849625007211565	4.7369655941662066	3.700439718141092	0.004223463767312029	0.0022469470827679782	False	0.4875	39.66666666666667	5.309855262586788	-1.0365258760251141
NP_004628	750259	103	120	107	153	183	187	110.0	174.33333333333334	19.517029194728206	6.6865005271832185	6.906890595608519	6.7414669864011465	7.257387842692652	7.515699838284044	7.546894459887637	6.78135971352466	7.445704635525786	0.004264979961484045	0.00224966078697422	False	1.584848484848485	284.33333333333337	8.151439430597135	0.6643449220011257
NP_065120	503889	28	27	27	13	13	18	27.333333333333332	14.666666666666666	18.94274643676022	4.807354922057604	4.754887502163469	4.754887502163469	3.700439718141092	3.700439718141092	4.169925001442312	4.772589503896928	3.8744691179161412	0.004357682452666433	0.0022523744911804615	False	0.5365853658536586	42.0	5.392317422778761	-0.8981203859807864
NP_001036816	46364	40	54	27	2	6	5	40.333333333333336	4.333333333333333	15.500717418094498	5.321928094887363	5.754887502163469	4.754887502163469	1.0	2.584962500721156	2.321928094887362	5.3339007365534385	2.115477217419936	0.00436944775460225	0.002255088195386703	False	0.10743801652892561	44.66666666666667	5.481126689736617	-3.218423519133503
NP_002402	76706	6	11	4	40	35	34	7.0	36.333333333333336	16.227051810363584	2.584962500721156	3.4594316186372978	2.0	5.321928094887363	5.129283016944966	5.08746284125034	2.807354922057604	5.18322182405577	0.004374342167203703	0.0022578018995929447	False	5.190476190476191	43.333333333333336	5.437405312307298	2.375866901998166
NP_002147	868983	68	95	70	142	166	182	77.66666666666667	163.33333333333334	19.728968428167406	6.08746284125034	6.569855608330948	6.129283016944967	7.149747119504682	7.375039431346925	7.507794640198696	6.279223643933125	7.351675438281415	0.004378240714867767	0.002260515603799186	False	2.1030042918454934	241.0	7.912889336229962	1.0724517943482903
NP_060611	529095	34	27	32	45	48	49	31.0	47.333333333333336	19.013167258635875	5.08746284125034	4.754887502163469	5.0	5.491853096329675	5.584962500721157	5.614709844115208	4.954196310386876	5.564784618783526	0.004382366612773821	0.0022632293080054274	False	1.5268817204301075	78.33333333333334	6.291554445843844	0.6105883083966507
NP_004492	917387	47	59	44	25	27	30	50.0	27.333333333333332	19.80717093802802	5.554588851677638	5.882643049361842	5.459431618637297	4.643856189774724	4.754887502163469	4.906890595608519	5.643856189774724	4.772589503896928	0.0044201369316607215	0.002265943012211669	False	0.5466666666666666	77.33333333333333	6.273018494406416	-0.8712666858777973
NP_006280	664625	2	4	2	13	9	14	2.6666666666666665	12.0	19.34218103574493	1.0	2.0	1.0	3.700439718141092	3.1699250014423126	3.8073549220576037	1.4150374992788437	3.5849625007211565	0.004540803390398658	0.00226865671641791	False	4.5	14.666666666666666	3.8744691179161412	2.1699250014423126
NP_808592	461335	19	27	24	72	50	51	23.333333333333332	57.666666666666664	18.8154552236168	4.247927513443585	4.754887502163469	4.584962500721157	6.169925001442312	5.643856189774724	5.672425341971496	4.54432051622381	5.8496657269155685	0.00458228699592165	0.0022713704206241522	False	2.4714285714285715	81.0	6.339850002884625	1.3053452106917585
NP_004306	248705	19	27	24	72	50	51	23.333333333333332	57.666666666666664	17.92407598642546	4.247927513443585	4.754887502163469	4.584962500721157	6.169925001442312	5.643856189774724	5.672425341971496	4.54432051622381	5.8496657269155685	0.00458228699592165	0.002274084124830394	False	2.4714285714285715	81.0	6.339850002884625	1.3053452106917585
NP_001003	168756	169	163	151	91	90	115	161.0	98.66666666666667	17.364579271512053	7.400879436282184	7.348728154231078	7.238404739325079	6.507794640198696	6.491853096329675	6.845490050944376	7.330916878114618	6.624490864907794	0.004620956570610899	0.002276797829036635	False	0.6128364389233955	259.6666666666667	8.020517017340513	-0.7064260132068234
NP_001008711	28007	19	28	22	6	10	8	23.0	8.0	14.773499835403207	4.247927513443585	4.807354922057604	4.459431618637297	2.584962500721156	3.3219280948873626	3.0	4.523561956057013	3.0	0.004621817413365698	0.0022795115332428766	False	0.34782608695652173	31.0	4.954196310386876	-1.5235619560570128
NP_001928	123312	6	3	5	14	21	19	4.666666666666667	18.0	16.911953675621973	2.584962500721156	1.5849625007211563	2.321928094887362	3.8073549220576037	4.392317422778761	4.247927513443585	2.222392421336448	4.169925001442312	0.00462711504704753	0.0022822252374491182	False	3.8571428571428568	22.666666666666668	4.502500340529183	1.9475325801058643
NP_005710	598736	103	83	88	136	170	164	91.33333333333333	156.66666666666666	19.191560491729543	6.6865005271832185	6.375039431346925	6.459431618637298	7.08746284125034	7.409390936137703	7.357552004618085	6.51306958223937	7.291554445843843	0.004676378509319312	0.0022849389416553594	False	1.7153284671532847	248.0	7.954196310386876	0.7784848636044731
NP_001028284	42380	4	2	4	12	12	16	3.3333333333333335	13.333333333333334	15.371095967259532	2.0	1.0	2.0	3.5849625007211565	3.5849625007211565	4.0	1.7369655941662063	3.7369655941662066	0.004685901671579268	0.002287652645861601	False	4.0	16.666666666666668	4.058893689053568	2.0
NP_062543	269212	16	12	17	8	7	8	15.0	7.666666666666667	18.038383193280435	4.0	3.5849625007211565	4.08746284125034	3.0	2.807354922057604	3.0	3.9068905956085187	2.938599455335857	0.0047042265792185765	0.0022903663500678426	False	0.5111111111111112	22.666666666666668	4.502500340529183	-0.9682911402726617
NP_001129734	16071	5	6	5	16	12	10	5.333333333333333	12.666666666666666	13.972172081440796	2.321928094887362	2.584962500721156	2.321928094887362	4.0	3.5849625007211565	3.3219280948873626	2.415037499278844	3.6629650127224296	0.004751768323247073	0.0022930800542740838	False	2.375	18.0	4.169925001442312	1.2479275134435854
NP_976075	241395	35	41	36	28	28	26	37.333333333333336	27.333333333333332	17.881036268384303	5.129283016944966	5.357552004618084	5.169925001442312	4.807354922057604	4.807354922057604	4.700439718141093	5.2223924213364485	4.772589503896928	0.0047607359363257004	0.002295793758480326	False	0.7321428571428571	64.66666666666667	6.014950341465972	-0.4498029174395205
NP_002349	152688	17	19	15	4	5	2	17.0	3.6666666666666665	17.22022715726067	4.08746284125034	4.247927513443585	3.9068905956085187	2.0	2.321928094887362	1.0	4.08746284125034	1.8744691179161412	0.004908093756365869	0.0022985074626865674	False	0.2156862745098039	20.666666666666668	4.36923380966572	-2.2129937233341983
NP_005863	491929	39	55	42	24	21	25	45.333333333333336	23.333333333333332	18.908090581181217	5.285402218862249	5.78135971352466	5.392317422778761	4.584962500721157	4.392317422778761	4.643856189774724	5.502500340529183	4.54432051622381	0.00497399612162849	0.0023012211668928086	False	0.5147058823529411	68.66666666666667	6.1015380264620624	-0.9581798243053731
NP_001137456	16949	3	2	3	6	6	8	2.6666666666666665	6.666666666666667	14.048912535648537	1.5849625007211563	1.0	1.5849625007211563	2.584962500721156	2.584962500721156	3.0	1.4150374992788437	2.736965594166206	0.005067357154142152	0.00230393487109905	False	2.5000000000000004	9.333333333333334	3.222392421336448	1.3219280948873626
NP_001189418	83447	9	11	18	36	39	44	12.666666666666666	39.666666666666664	16.348572563793752	3.1699250014423126	3.4594316186372978	4.169925001442312	5.169925001442312	5.285402218862249	5.459431618637297	3.6629650127224296	5.309855262586788	0.0052501572587664	0.002306648575305292	False	3.131578947368421	52.33333333333333	5.709658248170471	1.6468902498643578
NP_872630	326704	9	11	18	36	39	44	12.666666666666666	39.666666666666664	18.31762459295578	3.1699250014423126	3.4594316186372978	4.169925001442312	5.169925001442312	5.285402218862249	5.459431618637297	3.6629650127224296	5.309855262586788	0.0052501572587664	0.002309362279511533	False	3.131578947368421	52.33333333333333	5.709658248170471	1.6468902498643578
NP_006423	340131	58	45	56	81	98	96	53.0	91.66666666666667	18.37573097565494	5.857980995127572	5.491853096329675	5.807354922057605	6.339850002884625	6.614709844115209	6.584962500721156	5.7279204545632	6.5183253076908665	0.005262356199514157	0.0023120759837177746	False	1.729559748427673	144.66666666666669	7.1765887317233235	0.7904048531276667
NP_001018016	37372	27	29	29	12	13	18	28.333333333333332	14.333333333333334	15.189670152603755	4.754887502163469	4.857980995127573	4.857980995127573	3.5849625007211565	3.700439718141092	4.169925001442312	4.824428435416546	3.841302253980942	0.0052639071396072415	0.002314789687924016	False	0.5058823529411766	42.666666666666664	5.415037499278844	-0.9831261814356036
NP_001018017	37436	27	29	29	12	13	18	28.333333333333332	14.333333333333334	15.192138672150959	4.754887502163469	4.857980995127573	4.857980995127573	3.5849625007211565	3.700439718141092	4.169925001442312	4.824428435416546	3.841302253980942	0.0052639071396072415	0.0023175033921302582	False	0.5058823529411766	42.666666666666664	5.415037499278844	-0.9831261814356036
NP_002447	154292	27	29	29	12	13	18	28.333333333333332	14.333333333333334	17.235303734922677	4.754887502163469	4.857980995127573	4.857980995127573	3.5849625007211565	3.700439718141092	4.169925001442312	4.824428435416546	3.841302253980942	0.0052639071396072415	0.0023202170963364994	False	0.5058823529411766	42.666666666666664	5.415037499278844	-0.9831261814356036
NP_001191214	96260	27	29	29	12	13	18	28.333333333333332	14.333333333333334	16.554648802852235	4.754887502163469	4.857980995127573	4.857980995127573	3.5849625007211565	3.700439718141092	4.169925001442312	4.824428435416546	3.841302253980942	0.0052639071396072415	0.002322930800542741	False	0.5058823529411766	42.666666666666664	5.415037499278844	-0.9831261814356036
NP_001191215	96324	27	29	29	12	13	18	28.333333333333332	14.333333333333334	16.55560768298782	4.754887502163469	4.857980995127573	4.857980995127573	3.5849625007211565	3.700439718141092	4.169925001442312	4.824428435416546	3.841302253980942	0.0052639071396072415	0.0023256445047489826	False	0.5058823529411766	42.666666666666664	5.415037499278844	-0.9831261814356036
NP_001191216	96388	27	29	29	12	13	18	28.333333333333332	14.333333333333334	16.556565926231745	4.754887502163469	4.857980995127573	4.857980995127573	3.5849625007211565	3.700439718141092	4.169925001442312	4.824428435416546	3.841302253980942	0.0052639071396072415	0.0023283582089552238	False	0.5058823529411766	42.666666666666664	5.415037499278844	-0.9831261814356036
NP_002005	394955	6	4	1	52	57	75	3.6666666666666665	61.333333333333336	18.59132876070081	2.584962500721156	2.0	0.0	5.700439718141093	5.832890014164742	6.22881869049588	1.8744691179161412	5.938599455335857	0.0053260230812546515	0.0023310719131614654	False	16.72727272727273	65.0	6.022367813028454	4.064130337419716
NP_861516	92982	10	9	10	6	5	4	9.666666666666666	5.0	16.50466383744601	3.3219280948873626	3.1699250014423126	3.3219280948873626	2.584962500721156	2.321928094887362	2.0	3.273018494406416	2.321928094887362	0.0053718597998622065	0.002333785617367707	False	0.5172413793103449	14.666666666666666	3.8744691179161412	-0.9510903995190535
NP_006003	706212	41	62	49	9	5	14	50.666666666666664	9.333333333333334	19.42974181011009	5.357552004618084	5.954196310386876	5.614709844115208	3.1699250014423126	2.321928094887362	3.8073549220576037	5.662965012722429	3.222392421336448	0.005385730325598263	0.002336499321573948	False	0.1842105263157895	60.0	5.906890595608519	-2.4405725913859815
NP_006421	895043	8	18	10	40	50	44	12.0	44.666666666666664	19.771597468988634	3.0	4.169925001442312	3.3219280948873626	5.321928094887363	5.643856189774724	5.459431618637297	3.5849625007211565	5.481126689736616	0.005412767210527963	0.00233921302578019	False	3.722222222222222	56.666666666666664	5.824428435416546	1.89616418901546
NP_783859	367156	4	2	4	11	11	13	3.3333333333333335	11.666666666666666	18.48603365087566	2.0	1.0	2.0	3.4594316186372978	3.4594316186372978	3.700439718141092	1.7369655941662063	3.5443205162238103	0.005459829188810858	0.002341926729986432	False	3.4999999999999996	15.0	3.9068905956085187	1.807354922057604
NP_116139	633840	36	34	29	48	58	60	33.0	55.333333333333336	19.273759181775613	5.169925001442312	5.08746284125034	4.857980995127573	5.584962500721157	5.857980995127572	5.906890595608519	5.044394119358453	5.790076930625769	0.005540466839166765	0.002344640434192673	False	1.676767676767677	88.33333333333334	6.464886048729406	0.7456828112673153
